Post id,Date,Post text,Post Link,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks
1987315260559167965,"Sun, Nov 9, 2025","WATCH: Tampa Police helicopter footage shows the police pursuit that led up to 22-year-old suspect Silas Sampson losing control and crashing his vehicle into a Ybor City bar, killing 4 people and injuring at least 13 others. https://t.co/NTPqp1LRKD",https://x.com/newsnoteworthy/status/1987315260559167965,1351,5,41,1,0,0,1,2,2,29,0,0,0
1987273397387030810,"Sat, Nov 8, 2025","BREAKING: The FAA issues an Emergency Airworthiness Directive for MD-11 aircraft, ordering inspections and necessary repairs before further flight. #FAA #Aviation #MD11 https://t.co/I42idSd1Lt",https://x.com/newsnoteworthy/status/1987273397387030810,525,7,35,1,0,0,0,3,1,6,0,0,0
1987267297799544836,"Sat, Nov 8, 2025","BREAKING: A LifeFlight helicopter has crashed in Wilson County, Tennessee. Deputies and emergency crews are on scene. #Tennessee #WilsonCounty https://t.co/rrnMixtAkW",https://x.com/newsnoteworthy/status/1987267297799544836,1217,6,70,1,1,0,1,1,3,11,1,1,0
1986972753409548578,"Sat, Nov 8, 2025",@kandir1964 🙏🙏,https://x.com/newsnoteworthy/status/1986972753409548578,1316,1,2,0,0,0,0,0,1,0,0,0,0
1986966066753643016,"Sat, Nov 8, 2025","Deputy Devin Jaramillo of the Miami-Dade County Sheriff’s Office has died at the hospital, according to the sheriff. The 27-year-old deputy was targeted in “retaliation for a previous call,” according to authorities. Jaramillo was “brutally attacked and he was murdered” after https://t.co/B4QNkWzjmN",https://x.com/newsnoteworthy/status/1986966066753643016,56921,270,1362,23,20,0,23,85,44,375,9,0,0
1986963553153102019,"Sat, Nov 8, 2025","BREAKING: Miami-Dade Sheriff’s Office Deputy ambushed, shot in the neck during targeted attack in Kendall, Florida. https://t.co/eHE2qz2xvU",https://x.com/newsnoteworthy/status/1986963553153102019,480476,731,3712,85,151,38,92,261,275,2154,3,0,0
1986269251779355106,"Thu, Nov 6, 2025","UPDATE: 5 firefighters injured, including at least one with serious burns, following an explosion in The Bronx, New York. — Pix11",https://x.com/newsnoteworthy/status/1986269251779355106,845,8,14,0,0,0,1,1,0,4,0,0,0
1986244023796048350,"Thu, Nov 6, 2025","BREAKING: Car explodes in The Bronx, injuring multiple New York City firefighters. https://t.co/kgHM4RJ19y",https://x.com/newsnoteworthy/status/1986244023796048350,2658,11,74,2,2,0,0,4,9,45,0,0,0
1986047112023364057,"Wed, Nov 5, 2025","BREAKING: At least 9 injured after car ramming attack on French tourist island of Ile d’Oleron. The suspect is in custody, according to the mayor of Dolus-d'Oleron. https://t.co/mVZuV2cdRB",https://x.com/newsnoteworthy/status/1986047112023364057,529,4,21,0,1,0,1,1,1,11,0,0,0
1985913329223942564,"Wed, Nov 5, 2025","UPDATE: Death toll in Louisville plane crash rises to at least 7. The number is expected to rise, according to the governor. https://t.co/lU88DNoEQl",https://x.com/newsnoteworthy/status/1985913329223942564,522,6,31,2,0,0,1,2,4,16,0,0,0
1985895107804217641,"Wed, Nov 5, 2025","BREAKING: Death toll in Louisville, Kentucky plane crash rises to 4; at least 11 injured. https://t.co/KpKhu1mN5o",https://x.com/newsnoteworthy/status/1985895107804217641,558,6,16,0,0,0,0,1,0,9,0,0,0
1985893226243637608,"Wed, Nov 5, 2025",BREAKING: Zohran Mamdani (D) projected to win New York City mayoral election. — DDHQ https://t.co/aTAFJgibnP,https://x.com/newsnoteworthy/status/1985893226243637608,655,5,19,0,0,0,0,2,2,5,0,0,0
1985852249961336994,"Tue, Nov 4, 2025","Three crew members onboard UPS Flight 2976 at the time of the cargo plane’s crash in Louisville, Kentucky; casualties are unknown at this time. https://t.co/Zhl45u1pp4",https://x.com/newsnoteworthy/status/1985852249961336994,2527,7,66,1,0,0,2,1,7,6,0,0,0
1985850487275733269,"Tue, Nov 4, 2025","BREAKING4 ‘Multiple people trapped’ trapped at an undisclosed location following UPS cargo plane crash in Louisville, Kentucky . — scanner traffic",https://x.com/newsnoteworthy/status/1985850487275733269,4013,7,25,2,2,1,0,1,4,12,0,0,0
1985848733011943791,"Tue, Nov 4, 2025","WATCH: Major explosions after UPS Flight 2976, a cargo plane, crashes near Louisville Muhammad Ali International Airport in Louisville, Kentucky. https://t.co/VUrLONdosY",https://x.com/newsnoteworthy/status/1985848733011943791,3027,9,84,0,9,0,2,3,4,61,1,0,0
1985446478903464441,"Mon, Nov 3, 2025","UPDATE: Police say there is currently no evidence of an attacker; however, they will continue to investigate.",https://x.com/newsnoteworthy/status/1985446478903464441,490,3,8,0,0,0,0,1,0,4,0,0,0
,,,https://x.com/newsnoteworthy/status/undefined,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,https://x.com/newsnoteworthy/status/undefined,0,0,0,0,0,0,0,0,0,0,0,0,0
1985441024672428200,"Mon, Nov 3, 2025",https://t.co/MsrQfGMDlW,https://x.com/newsnoteworthy/status/1985441024672428200,252,2,3,0,0,0,0,1,0,0,0,0,0
