Post id,Date,Post text,Post Link,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks
2000243348691640646,"Sun, Dec 14, 2025",BREAKING: Brown University shooter in custody — NBC https://t.co/8TDedlidkp,https://x.com/newsnoteworthy/status/2000243348691640646,655,2,13,1,0,0,1,0,1,5,3,0,0
2000170320217710765,"Sun, Dec 14, 2025","WATCH: Police engage terrorist shooter at Bondi Beach in Sydney, Australia, neutralizing him after gunfight. https://t.co/vK6wINQtFr",https://x.com/newsnoteworthy/status/2000170320217710765,12801,30,98,11,15,1,2,2,13,40,4,0,0
2000163056177831990,"Sun, Dec 14, 2025","BREAKING: 12 people killed, 29 others injured in Bondi Beach terrorist attack. 1 suspect has been killed &amp; another remains in critical condition. The NSW Police Force has officially declared the incident as a terrorist attack, given the gunmen attacked a Chanukah celebration. https://t.co/B5aavYlyhV",https://x.com/newsnoteworthy/status/2000163056177831990,2124,8,31,2,0,0,1,4,7,11,0,0,0
,,,https://x.com/newsnoteworthy/status/undefined,0,0,0,0,0,0,0,0,0,0,0,0,0
2000159763733303389,"Sun, Dec 14, 2025","The shelter in place order at Brown University has been lifted by Providence police, says latest BrownUAlert. https://t.co/vVh9YbkrDX",https://x.com/newsnoteworthy/status/2000159763733303389,749,4,38,0,0,0,1,1,2,3,0,0,0
2000155320434545110,"Sun, Dec 14, 2025",Naveed Akram identified as one of the suspects in Bondi Beach terror attack; authorities are currently raiding the suspect’s Sydney home per ABC Australia. https://t.co/8DSAW4ZcHR,https://x.com/newsnoteworthy/status/2000155320434545110,1049,3,34,0,0,0,1,1,3,4,0,0,0
2000148690531500291,"Sun, Dec 14, 2025","‘Chanukah by the Sea’ was ongoing at Bondi Beach Park at the time of the active shooter incident, per an advertising flyer. https://t.co/QieNQKQjH1",https://x.com/newsnoteworthy/status/2000148690531500291,948,5,24,0,0,0,0,1,0,2,0,0,0
2000146271294661034,"Sun, Dec 14, 2025","UPDATE: 10 killed, including one shooter, after active shooter incident at Bondi Beach near Sydney, Australia. At least 11 others have been injured, including two police officers. The other shooter is in critical condition. — NSW Police https://t.co/268eFc6jW4",https://x.com/newsnoteworthy/status/2000146271294661034,1232,3,52,0,1,0,0,1,0,18,0,0,0
2000142949506585083,"Sun, Dec 14, 2025","WATCH: Citizen disarms heavily armed, actively shooting terrorist at Bondi Beach, Australia. https://t.co/6OpB07SnxR",https://x.com/newsnoteworthy/status/2000142949506585083,1112,9,38,1,1,0,0,3,1,22,0,0,0
2000141951874515238,"Sun, Dec 14, 2025","VIDEO: At least one terrorist gunman apprehended by law enforcement and civilian after opening fire on Bondi Beach, Australia Hanukkah celebration. https://t.co/eDrXsANNw4",https://x.com/newsnoteworthy/status/2000141951874515238,878,5,23,0,3,0,0,2,2,13,0,0,0
2000140559143313521,"Sun, Dec 14, 2025","BREAKING: Multiple victims reported after gunmen open fire on Bondi Beach Chanukah Party near Sydney, Australia. https://t.co/Ea2EO1T8h2",https://x.com/newsnoteworthy/status/2000140559143313521,2230,8,23,1,0,0,0,4,1,8,0,0,0
2000051820941496351,"Sun, Dec 14, 2025",VIDEO: Brown University shooting suspect seen on video dressed in all black near campus; no other suspect details have been released by Providence officials. https://t.co/08Eck1NZQS,https://x.com/newsnoteworthy/status/2000051820941496351,4120,10,46,0,5,0,2,3,11,19,1,0,0
2000007317765681522,"Sun, Dec 14, 2025","Brown University has released a statement from University President Christina H. Paxson: ""We continue to be in lockdown, and it is imperative that all members of our community remain sheltered in place...This is a day that we hoped never would come to our community."" https://t.co/gm5r3cmw5l",https://x.com/newsnoteworthy/status/2000007317765681522,7480,9,436,2,2,0,2,2,13,24,1,0,0
,,,https://x.com/newsnoteworthy/status/undefined,0,0,0,0,0,0,0,0,0,0,0,0,0
1999988599740146147,"Sat, Dec 13, 2025",Providence Police say Brown University shooting suspect is a male dressed in all black; no further description provided.,https://x.com/newsnoteworthy/status/1999988599740146147,4188,9,19,3,0,0,0,4,3,3,0,0,0
1999987518570467722,"Sat, Dec 13, 2025","BREAKING: 2 individuals deceased, 8 critically injured but stable at area hospitals following active shooter at Brown University, says mayor of Providence, Rhode Island.",https://x.com/newsnoteworthy/status/1999987518570467722,5368,7,12,1,2,0,0,2,1,2,0,0,0
1999982911278477569,"Sat, Dec 13, 2025",UPDATE: Brown University says a report of a second shooting near Governor Street is unfounded. All members of the community should still shelter in place as law enforcement continues to search for the suspect. https://t.co/4hiAr73eJp,https://x.com/newsnoteworthy/status/1999982911278477569,3148,6,38,1,0,0,0,1,10,6,1,0,0
1999980925526868383,"Sat, Dec 13, 2025","Brown University has released an official statement regarding today’s active shooter incident. Notably, there is no suspect in custody. https://t.co/I3L2D9Bfff",https://x.com/newsnoteworthy/status/1999980925526868383,10985,36,866,4,1,0,1,13,6,21,3,0,0
1999977591391076567,"Sat, Dec 13, 2025",BREAKING: Brown University says the situation is still active. https://t.co/3GnjTBmc6I,https://x.com/newsnoteworthy/status/1999977591391076567,4516,6,58,1,1,0,0,2,4,4,1,0,0
1999971600494633197,"Sat, Dec 13, 2025","“Multiple shot in the area of Brown University,” says Providence, Rhode Island Police Department. https://t.co/9Dso29ueI6",https://x.com/newsnoteworthy/status/1999971600494633197,3029,4,44,1,0,0,1,1,5,11,0,0,0
1999970302382711089,"Sat, Dec 13, 2025",BrownUAlert: “Report of shots fired near Governor Street.” Governor Street is several blocks away from Brown University. https://t.co/fdoyKQRiWK,https://x.com/newsnoteworthy/status/1999970302382711089,8445,11,57,1,1,0,1,2,7,13,0,0,0
1999965944400191648,"Sat, Dec 13, 2025","BREAKING: No suspect in custody at Brown University, law enforcement still searching for the shooter. — BrownUAlert https://t.co/GQgvHa45gL",https://x.com/newsnoteworthy/status/1999965944400191648,14291,12,216,2,0,0,1,6,44,53,0,0,0
1999964397838709192,"Sat, Dec 13, 2025","UPDATE: 1 suspect in custody following mass shooting at Brown University in Providence, Rhode Island, per Brown’s alert system. https://t.co/tbzDUZNrMV",https://x.com/newsnoteworthy/status/1999964397838709192,10979,3,141,0,2,0,1,1,9,28,0,0,0
1999963719338692807,"Sat, Dec 13, 2025","VIDEO: Several paramedics, ambulances seen staging as they wait to treat victims at Brown University in Providence, Rhode Island. https://t.co/I2YdFYqJnU",https://x.com/newsnoteworthy/status/1999963719338692807,59823,85,1031,14,22,8,1,32,160,680,7,0,0
1999957961507287238,"Sat, Dec 13, 2025","BREAKING: Active shooter at Brown University engaged by police, neutralized following confrontation per scanner.",https://x.com/newsnoteworthy/status/1999957961507287238,6636,9,58,2,1,0,1,2,17,29,0,0,0
1999955411135599030,"Sat, Dec 13, 2025",BROWN UNIVERSITY: “Active Shooter neat Barus &amp; Holley Engineering.” https://t.co/XMuqmLf5ue,https://x.com/newsnoteworthy/status/1999955411135599030,21680,13,327,3,8,1,1,5,13,32,0,0,0
1999953654414299428,"Sat, Dec 13, 2025","BREAKING: Active shooter at Brown University in Providence, Rhode Island; multiple victims reported. https://t.co/qQEtIjTo1o",https://x.com/newsnoteworthy/status/1999953654414299428,101479,33,1477,6,23,1,1,12,104,436,8,0,0
1999943926606925848,"Sat, Dec 13, 2025",UPDATE: No injuries reported following emergency landing at Dulles. — DOT Sec. Duffy,https://x.com/newsnoteworthy/status/1999943926606925848,557,3,12,0,0,0,0,2,1,6,0,0,0
1999943636902146540,"Sat, Dec 13, 2025",@SecDuffy Video of the flight fuel dumping:,https://x.com/newsnoteworthy/status/1999943636902146540,12519,78,146,4,7,0,1,13,14,40,0,0,0
1999925196363551093,"Sat, Dec 13, 2025",WATCH: United Airlines flight 803 from Dulles International Airport (IAD) to Tokyo seen dumping fuel before an emergency landing at IAD after it suffered an engine related issue. https://t.co/UjstsSEWpH,https://x.com/newsnoteworthy/status/1999925196363551093,17142,40,293,7,9,1,0,12,14,179,1,0,0
1999918663064076351,"Sat, Dec 13, 2025",TRUMP: “There will be very serious retaliation” following ISIS attack in Syria that killed two U.S. soldiers and one American citizen &amp; left three other U.S. soldiers injured. https://t.co/DWKc22RkBF,https://x.com/newsnoteworthy/status/1999918663064076351,575,4,16,0,0,0,0,2,2,4,0,0,0
1999910282018382070,"Sat, Dec 13, 2025","BREAKING: United Airlines flight at Dulles International Airport (IAD) suffers unknown engine problem, sparking sizable brush fire near the runway; the plane is returning to the airport. https://t.co/ATTTHaR3VA",https://x.com/newsnoteworthy/status/1999910282018382070,6543,12,172,1,0,0,0,6,5,49,0,0,0
1999894136875515913,"Sat, Dec 13, 2025","BREAKING: Two U.S. service members and one U.S. civilian killed, three other service members injured after ISIS gunman ambushes them in Syria. https://t.co/95TZjUbmNw",https://x.com/newsnoteworthy/status/1999894136875515913,281,2,18,1,0,0,1,1,4,7,0,0,0
